timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-06-15T12:16:00,yolo,bb3239bf-08fe-4935-94fd-7426ac5a3cc4,410.9738729000092,0.0100779280318439,0.0245220650177338,0.0,66.233,94.24377965927124,0.00125510934742,0.0214716866351421,0.0107546924953246,0.0334814884778867,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:22:57,yolo,9103c706-17bb-4c10-8fde-91251f2c78fb,412.531464099884,0.011575761110477,0.0280603108316467,61.35529247664053,66.246,94.24377965927124,0.0068986188461128,0.0207643194585461,0.0107947398032382,0.0384576781078972,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:29:53,yolo,520622c3-c58c-4cc3-bda9-29f19a8abb87,411.7645561695099,0.01106811048306,0.0268797066605793,0.0,66.137,94.24377965927124,0.0055055445647099,0.0204906651816506,0.0107749214265965,0.036771131172957,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:37:01,yolo,955ae730-b242-422f-8790-5093a907e805,424.02497148513794,0.0117280275585482,0.0276588133889169,62.36669431520341,66.05,94.24377965927124,0.0070298372044208,0.0208377299790626,0.0110959795226569,0.0389635467061404,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:44:00,yolo,39250b6d-c42a-466e-a3ac-6382f1bb1343,414.2761678695679,0.0114436917846005,0.0276233408343283,60.88242603772663,66.137,94.24377965927124,0.0068993976447914,0.020278339915893,0.0108411720227058,0.0380189095833904,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:50:59,yolo,e47bcf4c-9974-4d16-9ec5-e61b5865b0a6,414.932544708252,0.0108979954266913,0.0262644990509336,0.0,66.136,94.24377965927124,0.0027507652667215,0.0225974179153518,0.0108577816906554,0.0362059648727288,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T12:57:57,yolo,3d5d7139-565b-4aa2-a763-e38a6d9ebce6,413.71987318992615,0.0113177708806523,0.0273561209264334,61.01144831671048,66.33,94.24377965927124,0.0069025706248298,0.0198714964140452,0.0108265006709333,0.0376005677098084,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:04:56,yolo,6056420c-cc8c-44b1-bc24-d3bf1fd6512a,414.20832109451294,0.0116324251754498,0.0280835139784543,61.181200490848425,65.95400000000001,94.24377965927124,0.0068988952282784,0.0209079484689536,0.0108390871182159,0.038645930815448,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:11:55,yolo,e229daf0-2d86-4ab5-aa77-ae1313fa9a63,414.2965805530548,0.0093710489869639,0.0226191801401168,0.0,65.953,94.24377965927124,0.0,0.0202913837846299,0.0108416693282071,0.0311330531128371,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:18:54,yolo,6e90481a-b4b8-4355-aeec-316b44abe24d,415.5951962471008,0.0117940665411167,0.0283787364426231,60.603297235341394,66.136,94.24377965927124,0.0069168675771007,0.0213909287256397,0.0108751490165841,0.0391829453193246,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
